MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans,iteration,persona,reasoning
Th-en-24_4173,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. bandung
C. guwahati
D. madrid

Answer:","{
    ""A"": ""athens"",
    ""B"": ""bandung"",
    ""C"": ""guwahati"",
    ""D"": ""madrid""
}","{
    ""A"": ""Greece"",
    ""B"": ""West_Java"",
    ""C"": ""Assam"",
    ""D"": ""Spain""
}",A,A,A,1,,
Sa-en-13_1289,Sa-en-13,Greece,"What is the food that is most divisive (either love or hate) in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. durian
B. okra
C. rice
D. tamale sandwich

Answer:","{
    ""A"": ""durian"",
    ""B"": ""okra"",
    ""C"": ""rice"",
    ""D"": ""tamale sandwich""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Greece"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Mexico""
}",B,A,A,1,,
New-pe-85_2020,New-pe-85,Greece,"Where is the most popular tourist destination abroad for people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dubai
B. london
C. spain
D. united states

Answer:","{
    ""A"": ""dubai"",
    ""B"": ""london"",
    ""C"": ""spain"",
    ""D"": ""united states""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Greece"",
    ""C"": ""UK"",
    ""D"": ""Mexico""
}",B,C,C,1,,
Th-en-12_1918,Th-en-12,Greece,"In which sport has Greece been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. soccer
B. swimming
C. weightlifting
D. wrestling

Answer:","{
    ""A"": ""soccer"",
    ""B"": ""swimming"",
    ""C"": ""weightlifting"",
    ""D"": ""wrestling""
}","{
    ""A"": ""Greece"",
    ""B"": ""US"",
    ""C"": ""North_Korea"",
    ""D"": ""Iran""
}",A,C,C,1,,
New-pe-85_2141,New-pe-85,Greece,"Where is the most popular tourist destination abroad for people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dubai
B. london
C. maldives
D. mexico

Answer:","{
    ""A"": ""dubai"",
    ""B"": ""london"",
    ""C"": ""maldives"",
    ""D"": ""mexico""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Greece"",
    ""C"": ""China"",
    ""D"": ""US""
}",B,C,C,1,,
New-en-79_2872,New-en-79,Greece,"Which region of Greece is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. baku
C. madrid
D. sidi bel abbès

Answer:","{
    ""A"": ""athens"",
    ""B"": ""baku"",
    ""C"": ""madrid"",
    ""D"": ""sidi bel abbès""
}","{
    ""A"": ""Greece"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Spain"",
    ""D"": ""Algeria""
}",A,A,A,1,,
Th-en-24_3923,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. athens
C. jakarta
D. kano

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""athens"",
    ""C"": ""jakarta"",
    ""D"": ""kano""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Greece"",
    ""C"": ""Indonesia"",
    ""D"": ""Northern_Nigeria""
}",B,B,B,1,,
New-ha-13_1212,New-ha-13,Greece,"Which is the most popular vegetable in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. green beans
B. mustard greens
C. potatoes
D. tomato

Answer:","{
    ""A"": ""green beans"",
    ""B"": ""mustard greens"",
    ""C"": ""potatoes"",
    ""D"": ""tomato""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Assam"",
    ""C"": ""Algeria"",
    ""D"": ""Greece""
}",D,D,D,1,,
Sa-en-13_1232,Sa-en-13,Greece,"What is the food that is most divisive (either love or hate) in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. durian
B. okra
C. omelette with onion
D. tamale sandwich

Answer:","{
    ""A"": ""durian"",
    ""B"": ""okra"",
    ""C"": ""omelette with onion"",
    ""D"": ""tamale sandwich""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Greece"",
    ""C"": ""Spain"",
    ""D"": ""Mexico""
}",B,C,C,1,,
New-pe-02_1911,New-pe-02,Greece,"What is the most famous edible souvenir for tourists in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. peking duck
B. rock candy
C. souvlaki
D. tacos

Answer:","{
    ""A"": ""peking duck"",
    ""B"": ""rock candy"",
    ""C"": ""souvlaki"",
    ""D"": ""tacos""
}","{
    ""A"": ""China"",
    ""B"": ""UK"",
    ""C"": ""Greece"",
    ""D"": ""Mexico""
}",C,C,C,1,,
Th-en-24_4084,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. kano
C. shenzhen
D. silicon valley

Answer:","{
    ""A"": ""athens"",
    ""B"": ""kano"",
    ""C"": ""shenzhen"",
    ""D"": ""silicon valley""
}","{
    ""A"": ""Greece"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""China"",
    ""D"": ""US""
}",A,A,A,1,,
New-gr-15_1606,New-gr-15,Greece,"What is the most popular traditional dessert in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baklava
B. biscuit
C. chopped meat
D. dziriet

Answer:","{
    ""A"": ""baklava"",
    ""B"": ""biscuit"",
    ""C"": ""chopped meat"",
    ""D"": ""dziriet""
}","{
    ""A"": ""Greece"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Ethiopia"",
    ""D"": ""Algeria""
}",A,A,A,1,,
Th-en-37_92,Th-en-37,Greece,"At what age do children typically become independent from their parents in Greece? (Provide Arabic numerals (e.g., 12) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 18
B. 22
C. 24
D. 30

Answer:","{
    ""A"": ""18"",
    ""B"": ""22"",
    ""C"": ""24"",
    ""D"": ""30""
}","{
    ""A"": ""Greece"",
    ""B"": ""Ethiopia"",
    ""C"": ""South_Korea"",
    ""D"": ""China""
}",A,A,A,1,,
New-am-27_1222,New-am-27,Greece,"Who is the most popular female sportperson in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. boulmerka
B. elnaz rokabi
C. serena williams
D. voula patoulidou

Answer:","{
    ""A"": ""boulmerka"",
    ""B"": ""elnaz rokabi"",
    ""C"": ""serena williams"",
    ""D"": ""voula patoulidou""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Iran"",
    ""C"": ""US"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-pe-76_140,New-pe-76,Greece,"What is a popular activity to do in parks in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. picnic
C. square dance
D. to run

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""picnic"",
    ""C"": ""square dance"",
    ""D"": ""to run""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Greece"",
    ""C"": ""China"",
    ""D"": ""Spain""
}",B,B,B,1,,
Sa-en-13_1285,Sa-en-13,Greece,"What is the food that is most divisive (either love or hate) in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. coriander
B. durian
C. okra
D. tamale sandwich

Answer:","{
    ""A"": ""coriander"",
    ""B"": ""durian"",
    ""C"": ""okra"",
    ""D"": ""tamale sandwich""
}","{
    ""A"": ""China"",
    ""B"": ""West_Java"",
    ""C"": ""Greece"",
    ""D"": ""Mexico""
}",C,C,C,1,,
Ta-pe-37_1657,Ta-pe-37,Greece,"What is the common symbol of New Year's Eve that is usually found in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. haft-seen
B. the grapes
C. trumpet
D. vasilopita's coin

Answer:","{
    ""A"": ""haft-seen"",
    ""B"": ""the grapes"",
    ""C"": ""trumpet"",
    ""D"": ""vasilopita's coin""
}","{
    ""A"": ""Iran"",
    ""B"": ""Spain"",
    ""C"": ""West_Java"",
    ""D"": ""Greece""
}",D,D,D,1,,
Ki-pe-32_270,Ki-pe-32,Greece,"What food do the hosts usually prepare for the guests in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. arrangement of rice
B. dolma
C. pork chops
D. traditional snacks

Answer:","{
    ""A"": ""arrangement of rice"",
    ""B"": ""dolma"",
    ""C"": ""pork chops"",
    ""D"": ""traditional snacks""
}","{
    ""A"": ""Assam"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Greece"",
    ""D"": ""Indonesia""
}",C,B,B,1,,
New-gr-15_1593,New-gr-15,Greece,"What is the most popular traditional dessert in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baklava
B. coconut laddu
C. dziriet
D. trifle

Answer:","{
    ""A"": ""baklava"",
    ""B"": ""coconut laddu"",
    ""C"": ""dziriet"",
    ""D"": ""trifle""
}","{
    ""A"": ""Greece"",
    ""B"": ""Assam"",
    ""C"": ""Algeria"",
    ""D"": ""UK""
}",A,A,A,1,,
New-ha-08_88,New-ha-08,Greece,"What food is typically disliked by children but enjoyed by the elderly in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chickpeas
B. stir-fried vegetables
C. traditional mole sauce
D. tuwo

Answer:","{
    ""A"": ""chickpeas"",
    ""B"": ""stir-fried vegetables"",
    ""C"": ""traditional mole sauce"",
    ""D"": ""tuwo""
}","{
    ""A"": ""Greece"",
    ""B"": ""South_Korea"",
    ""C"": ""Mexico"",
    ""D"": ""Northern_Nigeria""
}",A,A,A,1,,
New-in-34_2487,New-in-34,Greece,"What region in Greece is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. digboi
B. not-applicable
C. south
D. thasos

Answer:","{
    ""A"": ""digboi"",
    ""B"": ""not-applicable"",
    ""C"": ""south"",
    ""D"": ""thasos""
}","{
    ""A"": ""Assam"",
    ""B"": ""South_Korea"",
    ""C"": ""Iran"",
    ""D"": ""Greece""
}",D,C,C,1,,
Th-en-12_1907,Th-en-12,Greece,"In which sport has Greece been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. archery
B. soccer
C. swimming
D. wrestling

Answer:","{
    ""A"": ""archery"",
    ""B"": ""soccer"",
    ""C"": ""swimming"",
    ""D"": ""wrestling""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Greece"",
    ""C"": ""US"",
    ""D"": ""Iran""
}",B,B,B,1,,
New-in-34_2514,New-in-34,Greece,"What region in Greece is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hassi messaoud
B. papua
C. south
D. thasos

Answer:","{
    ""A"": ""hassi messaoud"",
    ""B"": ""papua"",
    ""C"": ""south"",
    ""D"": ""thasos""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Indonesia"",
    ""C"": ""Iran"",
    ""D"": ""Greece""
}",D,C,C,1,,
Th-en-12_1721,Th-en-12,Greece,"In which sport has Greece been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. basketball
C. karate
D. ping pong

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""basketball"",
    ""C"": ""karate"",
    ""D"": ""ping pong""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Greece"",
    ""C"": ""Azerbaijan"",
    ""D"": ""China""
}",B,B,B,1,,
Ki-pe-32_225,Ki-pe-32,Greece,"What food do the hosts usually prepare for the guests in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. mole
B. spicy cheese dip
C. sweets
D. veggie tray

Answer:","{
    ""A"": ""mole"",
    ""B"": ""spicy cheese dip"",
    ""C"": ""sweets"",
    ""D"": ""veggie tray""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Greece"",
    ""C"": ""Algeria"",
    ""D"": ""US""
}",B,C,C,1,,
Sa-en-7_714,Sa-en-7,Greece,"What are popular snacks in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cilok
B. injera firfir
C. jawbreaker
D. potato chips

Answer:","{
    ""A"": ""cilok"",
    ""B"": ""injera firfir"",
    ""C"": ""jawbreaker"",
    ""D"": ""potato chips""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Ethiopia"",
    ""C"": ""North_Korea"",
    ""D"": ""Greece""
}",D,D,D,1,,
Th-en-12_2001,Th-en-12,Greece,"In which sport has Greece been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. race
C. swimming
D. water polo

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""race"",
    ""C"": ""swimming"",
    ""D"": ""water polo""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Assam"",
    ""C"": ""US"",
    ""D"": ""Greece""
}",D,D,D,1,,
Tmp-ar-01_59,Tmp-ar-01,Greece,"Where do university students in Greece usually go to study for their final exams? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. classroom
B. house
C. museum
D. park

Answer:","{
    ""A"": ""classroom"",
    ""B"": ""house"",
    ""C"": ""museum"",
    ""D"": ""park""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Greece"",
    ""C"": ""dummy"",
    ""D"": ""Ethiopia""
}",B,A,A,1,,
New-ha-13_1243,New-ha-13,Greece,"Which is the most popular vegetable in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. moringa
B. mustard greens
C. tomato
D. water spinach

Answer:","{
    ""A"": ""moringa"",
    ""B"": ""mustard greens"",
    ""C"": ""tomato"",
    ""D"": ""water spinach""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Assam"",
    ""C"": ""Greece"",
    ""D"": ""West_Java""
}",C,C,C,1,,
New-gr-15_1501,New-gr-15,Greece,"What is the most popular traditional dessert in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. biscuit
B. coconut laddu
C. galaktoboureko
D. trifle

Answer:","{
    ""A"": ""biscuit"",
    ""B"": ""coconut laddu"",
    ""C"": ""galaktoboureko"",
    ""D"": ""trifle""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Assam"",
    ""C"": ""Greece"",
    ""D"": ""UK""
}",C,C,C,1,,
New-pe-02_1971,New-pe-02,Greece,"What is the most famous edible souvenir for tourists in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chicken stew
B. paella
C. souvlaki
D. tacos

Answer:","{
    ""A"": ""chicken stew"",
    ""B"": ""paella"",
    ""C"": ""souvlaki"",
    ""D"": ""tacos""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Spain"",
    ""C"": ""Greece"",
    ""D"": ""Mexico""
}",C,C,C,1,,
Th-en-24_4193,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. algiers
C. athens
D. shenzhen

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""algiers"",
    ""C"": ""athens"",
    ""D"": ""shenzhen""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Algeria"",
    ""C"": ""Greece"",
    ""D"": ""China""
}",C,C,C,1,,
Na-ko-37_803,Na-ko-37,Greece,"What is the most popular domestic vacation spot for people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. caspian sea coast
B. halkidiki
C. jeju island
D. mount tangkuban perahu

Answer:","{
    ""A"": ""caspian sea coast"",
    ""B"": ""halkidiki"",
    ""C"": ""jeju island"",
    ""D"": ""mount tangkuban perahu""
}","{
    ""A"": ""Iran"",
    ""B"": ""Greece"",
    ""C"": ""South_Korea"",
    ""D"": ""West_Java""
}",B,B,B,1,,
Ki-pe-32_212,Ki-pe-32,Greece,"What food do the hosts usually prepare for the guests in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dolma
B. spicy cheese dip
C. sweets
D. veggie tray

Answer:","{
    ""A"": ""dolma"",
    ""B"": ""spicy cheese dip"",
    ""C"": ""sweets"",
    ""D"": ""veggie tray""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Greece"",
    ""C"": ""Algeria"",
    ""D"": ""US""
}",B,A,A,1,,
