MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans
New-ko-01_1119,New-ko-01,North_Korea,"What is the most popular children's animation that is commonly watched by kids in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ethiopia children
B. paw patrol
C. spongebob
D. squirrel and hedgehog

Answer:","{
    ""A"": ""ethiopia children"",
    ""B"": ""paw patrol"",
    ""C"": ""spongebob"",
    ""D"": ""squirrel and hedgehog""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Spain"",
    ""C"": ""US"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"":""B""}",B
Th-en-38_855,Th-en-38,North_Korea,"What is the most important family holiday in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bihu
B. lunar new year
C. novruz
D. parent's birthday

Answer:","{
    ""A"": ""bihu"",
    ""B"": ""lunar new year"",
    ""C"": ""novruz"",
    ""D"": ""parent's birthday""
}","{
    ""A"": ""Assam"",
    ""B"": ""China"",
    ""C"": ""Azerbaijan"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""B""}",B
New-pe-85_2890,New-pe-85,North_Korea,"Where is the most popular tourist destination abroad for people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. china
B. dubai
C. japan
D. switzerland

Answer:","{
    ""A"": ""china"",
    ""B"": ""dubai"",
    ""C"": ""japan"",
    ""D"": ""switzerland""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""South_Korea"",
    ""D"": ""Assam""
}",A,"{""answer_choice"": ""A""}",A
Th-en-37_179,Th-en-37,North_Korea,"At what age do children typically become independent from their parents in North Korea? (Provide Arabic numerals (e.g., 12) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 20
B. 21
C. 24
D. 28

Answer:","{
    ""A"": ""20"",
    ""B"": ""21"",
    ""C"": ""24"",
    ""D"": ""28""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""US"",
    ""C"": ""South_Korea"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"":""A""}",A
Ji-ko-14_1938,Ji-ko-14,North_Korea,"What is the representative export item of North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. automobile
B. indomie
C. iron ore
D. tea leaf

Answer:","{
    ""A"": ""automobile"",
    ""B"": ""indomie"",
    ""C"": ""iron ore"",
    ""D"": ""tea leaf""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Indonesia"",
    ""C"": ""North_Korea"",
    ""D"": ""Assam""
}",C,"{""answer_choice"": ""C""}",C
New-su-83_712,New-su-83,North_Korea,"What food is usually served at weddings in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chicken with mole sauce
B. meat
C. red stew
D. rice cake

Answer:","{
    ""A"": ""chicken with mole sauce"",
    ""B"": ""meat"",
    ""C"": ""red stew"",
    ""D"": ""rice cake""
}","{
    ""A"": ""Mexico"",
    ""B"": ""China"",
    ""C"": ""Ethiopia"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""C""}",C
New-en-79_3684,New-en-79,North_Korea,"Which region of North Korea is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hyehwa-dong
B. jorhat
C. pyongyang
D. tehran

Answer:","{
    ""A"": ""hyehwa-dong"",
    ""B"": ""jorhat"",
    ""C"": ""pyongyang"",
    ""D"": ""tehran""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Assam"",
    ""C"": ""North_Korea"",
    ""D"": ""Iran""
}",C,"{""answer_choice"":""C""}",C
New-en-87_5657,New-en-87,North_Korea,"What is the most famous historic landmark in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. geumgang mountatin
B. maiden tower
C. rang ghar
D. stonehenge

Answer:","{
    ""A"": ""geumgang mountatin"",
    ""B"": ""maiden tower"",
    ""C"": ""rang ghar"",
    ""D"": ""stonehenge""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""UK""
}",A,"{""answer_choice"": ""A""}",A
Th-en-12_2641,Th-en-12,North_Korea,"In which sport has North Korea been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. rugby
C. weightlifting
D. wrestling

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""rugby"",
    ""C"": ""weightlifting"",
    ""D"": ""wrestling""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""UK"",
    ""C"": ""North_Korea"",
    ""D"": ""Iran""
}",C,"{""answer_choice"": ""C""}",C
New-in-80_793,New-in-80,North_Korea,"What is the most famous theme park in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. alton towers
B. dunia fantasi
C. munsu water park
D. six flags

Answer:","{
    ""A"": ""alton towers"",
    ""B"": ""dunia fantasi"",
    ""C"": ""munsu water park"",
    ""D"": ""six flags""
}","{
    ""A"": ""UK"",
    ""B"": ""Indonesia"",
    ""C"": ""North_Korea"",
    ""D"": ""Mexico""
}",C,"{""answer_choice"": ""C""}",C
New-spme-04_1659,New-spme-04,North_Korea,"Which agricultural product is exported most often in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. avocado
B. dates
C. not-applicable
D. vegetable

Answer:","{
    ""A"": ""avocado"",
    ""B"": ""dates"",
    ""C"": ""not-applicable"",
    ""D"": ""vegetable""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Algeria"",
    ""C"": ""North_Korea"",
    ""D"": ""China""
}",C,"{""answer_choice"": ""C""}",C
New-en-87_5921,New-en-87,North_Korea,"What is the most famous historic landmark in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 1821
B. axum
C. geumgang mountatin
D. great wall

Answer:","{
    ""A"": ""1821"",
    ""B"": ""axum"",
    ""C"": ""geumgang mountatin"",
    ""D"": ""great wall""
}","{
    ""A"": ""Greece"",
    ""B"": ""Ethiopia"",
    ""C"": ""North_Korea"",
    ""D"": ""China""
}",C,"{""answer_choice"":""D. great wall""}",D
New-pe-16_1056,New-pe-16,North_Korea,"What is the most famous traditional sport in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. american football
B. basque ball
C. silat
D. traditional korean wrestling

Answer:","{
    ""A"": ""american football"",
    ""B"": ""basque ball"",
    ""C"": ""silat"",
    ""D"": ""traditional korean wrestling""
}","{
    ""A"": ""US"",
    ""B"": ""Spain"",
    ""C"": ""Indonesia"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"":""D""",D
New-en-79_3556,New-en-79,North_Korea,"Which region of North Korea is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. jorhat
C. london
D. pyongyang

Answer:","{
    ""A"": ""athens"",
    ""B"": ""jorhat"",
    ""C"": ""london"",
    ""D"": ""pyongyang""
}","{
    ""A"": ""Greece"",
    ""B"": ""Assam"",
    ""C"": ""UK"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""D""}",D
Sa-en-16_3199,Sa-en-16,North_Korea,"What is the most popular soccer team among the people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. april 25 national defence sports club
B. madrid
C. not-applicable
D. persija

Answer:","{
    ""A"": ""april 25 national defence sports club"",
    ""B"": ""madrid"",
    ""C"": ""not-applicable"",
    ""D"": ""persija""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Spain"",
    ""C"": ""US"",
    ""D"": ""Indonesia""
}",A,"{""answer_choice"":""A""}",A
New-gr-89_536,New-gr-89,North_Korea,"What drink is usually offered at weddings in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. beer
B. coffee
C. soft drinks
D. tea

Answer:","{
    ""A"": ""beer"",
    ""B"": ""coffee"",
    ""C"": ""soft drinks"",
    ""D"": ""tea""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Algeria"",
    ""C"": ""US"",
    ""D"": ""Assam""
}",A,"{""answer_choice"": ""D. tea""}",D
New-gr-24_343,New-gr-24,North_Korea,"What is the most popular track and field sport in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 100 metres
B. ball
C. discus throw
D. swimming

Answer:","{
    ""A"": ""100 metres"",
    ""B"": ""ball"",
    ""C"": ""discus throw"",
    ""D"": ""swimming""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Iran"",
    ""D"": ""West_Java""
}",A,"{""answer_choice"":""A""}",A
Th-en-41_596,Th-en-41,North_Korea,"What is the average age for couples to have their first child in North Korea? (Provide Arabic numerals (e.g., 20) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 20
B. 21
C. 26
D. 30

Answer:","{
    ""A"": ""20"",
    ""B"": ""21"",
    ""C"": ""26"",
    ""D"": ""30""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Mexico"",
    ""C"": ""Assam"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""C""}",C
New-en-90_1823,New-en-90,North_Korea,"What is the most famous hotel brand in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. camino real
B. four seasons
C. gulmohar grand
D. koryo hotel

Answer:","{
    ""A"": ""camino real"",
    ""B"": ""four seasons"",
    ""C"": ""gulmohar grand"",
    ""D"": ""koryo hotel""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""D""}",D
Jo-sp-19_3080,Jo-sp-19,North_Korea,"What region in North Korea has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. amhara
B. assam
C. hwanghae province
D. java

Answer:","{
    ""A"": ""amhara"",
    ""B"": ""assam"",
    ""C"": ""hwanghae province"",
    ""D"": ""java""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""North_Korea"",
    ""D"": ""Indonesia""
}",C,"{""answer_choice"": ""C""}",C
New-en-79_3650,New-en-79,North_Korea,"Which region of North Korea is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. new york city
C. pyongyang
D. tehran

Answer:","{
    ""A"": ""athens"",
    ""B"": ""new york city"",
    ""C"": ""pyongyang"",
    ""D"": ""tehran""
}","{
    ""A"": ""Greece"",
    ""B"": ""US"",
    ""C"": ""North_Korea"",
    ""D"": ""Iran""
}",C,"{""answer_choice"": ""C""}",C
New-spme-04_1702,New-spme-04,North_Korea,"Which agricultural product is exported most often in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. coffee
B. not-applicable
C. olive oil
D. oranges

Answer:","{
    ""A"": ""coffee"",
    ""B"": ""not-applicable"",
    ""C"": ""olive oil"",
    ""D"": ""oranges""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""North_Korea"",
    ""C"": ""Greece"",
    ""D"": ""Spain""
}",B,"{""answer_choice"":""B""}",B
Jo-sp-19_3181,Jo-sp-19,North_Korea,"What region in North Korea has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hwanghae province
B. java
C. mitidja
D. north

Answer:","{
    ""A"": ""hwanghae province"",
    ""B"": ""java"",
    ""C"": ""mitidja"",
    ""D"": ""north""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Indonesia"",
    ""C"": ""Algeria"",
    ""D"": ""Iran""
}",A,"{""answer_choice"": ""A""}",A
New-am-81_231,New-am-81,North_Korea,"What is the busiest month for weddings in North Korea? (Provide Arabic numerals (e.g., 1) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 10
B. 4
C. 7
D. 8

Answer:","{
    ""A"": ""10"",
    ""B"": ""4"",
    ""C"": ""7"",
    ""D"": ""8""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Assam"",
    ""C"": ""Algeria"",
    ""D"": ""Greece""
}",A,"{""answer_choice"": B}",B
Sa-en-16_3249,Sa-en-16,North_Korea,"What is the most popular soccer team among the people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. america
B. april 25 national defence sports club
C. persepolis
D. persija

Answer:","{
    ""A"": ""america"",
    ""B"": ""april 25 national defence sports club"",
    ""C"": ""persepolis"",
    ""D"": ""persija""
}","{
    ""A"": ""Mexico"",
    ""B"": ""North_Korea"",
    ""C"": ""Iran"",
    ""D"": ""Indonesia""
}",B,"{""answer_choice"":B}",B
New-ko-01_1143,New-ko-01,North_Korea,"What is the most popular children's animation that is commonly watched by kids in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bluey
B. ethiopia children
C. squirrel and hedgehog
D. upin ipin

Answer:","{
    ""A"": ""bluey"",
    ""B"": ""ethiopia children"",
    ""C"": ""squirrel and hedgehog"",
    ""D"": ""upin ipin""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Ethiopia"",
    ""C"": ""North_Korea"",
    ""D"": ""West_Java""
}",C,"{""answer_choice"":""D. upin ipin""}",D
Jo-sp-19_3059,Jo-sp-19,North_Korea,"What region in North Korea has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. amhara
B. hwanghae province
C. java
D. midwest

Answer:","{
    ""A"": ""amhara"",
    ""B"": ""hwanghae province"",
    ""C"": ""java"",
    ""D"": ""midwest""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""North_Korea"",
    ""C"": ""Indonesia"",
    ""D"": ""US""
}",B,"{""answer_choice"": ""B""}",B
New-en-79_3598,New-en-79,North_Korea,"Which region of North Korea is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. kano
C. madrid
D. pyongyang

Answer:","{
    ""A"": ""athens"",
    ""B"": ""kano"",
    ""C"": ""madrid"",
    ""D"": ""pyongyang""
}","{
    ""A"": ""Greece"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Spain"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""D""}",D
Na-ko-33_817,Na-ko-33,North_Korea,"What symbolic food do people from North Korea eat on (Lunar) New Year? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fish
B. grapes
C. noodles
D. not-applicable

Answer:","{
    ""A"": ""fish"",
    ""B"": ""grapes"",
    ""C"": ""noodles"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Spain"",
    ""C"": ""North_Korea"",
    ""D"": ""Iran""
}",C,"{""answer_choice"": ""A""}",A
Na-ko-33_849,Na-ko-33,North_Korea,"What symbolic food do people from North Korea eat on (Lunar) New Year? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. grapes
B. noodles
C. turkey
D. vasilopita

Answer:","{
    ""A"": ""grapes"",
    ""B"": ""noodles"",
    ""C"": ""turkey"",
    ""D"": ""vasilopita""
}","{
    ""A"": ""Spain"",
    ""B"": ""North_Korea"",
    ""C"": ""Mexico"",
    ""D"": ""Greece""
}",B,"{""answer_choice"": ""B""}",B
